location,Grigy,Grigy,Grigy,Grigy,Grigy,Grigy
lat,49.00000,49.00000,49.00000,49.00000,49.00000,49.00000
lon,6.25000,6.25000,6.25000,6.25000,6.25000,6.25000
asl,234.408,234.408,234.408,234.408,234.408,234.408
variable,Temperature,Wind Speed,Wind Direction,Cloud Cover Total,Direct Shortwave Radiation,Diffuse Shortwave Radiation
unit,°C,km/h,°,%,W/m²,W/m²
level,2 m elevation corrected,10 m,10 m,sfc,sfc,sfc
resolution,hourly,hourly,hourly,hourly,hourly,hourly
aggregation,None,None,None,None,None,None
timestamp,Grigy Temperature [2 m elevation corrected],Grigy Wind Speed [10 m],Grigy Wind Direction [10 m],Grigy Cloud Cover Total,Grigy Direct Shortwave Radiation,Grigy Diffuse Shortwave Radiation
20201009T1500,14.291655,21.26744,236.04094,99.0,1.0,71.0
20201009T1600,14.801655,16.45007,246.8014,98.0,15.0,94.0
20201009T1700,14.731655,14.003029,252.03087,98.0,16.0,65.0
20201009T1800,14.091655,12.144331,258.02386,99.0,18.0,49.0
20201009T1900,13.781654,10.028439,248.9625,99.0,7.0,11.0
20201009T2000,13.451654,10.144082,242.52557,100.0,0.0,0.0
20201009T2100,12.8716545,11.770403,246.57132,100.0,0.0,0.0
20201009T2200,12.6216545,14.264361,259.8245,100.0,0.0,0.0
20201009T2300,12.251655,13.722565,274.51398,99.0,0.0,0.0
20201010T0000,11.581655,11.177405,284.93143,33.0,0.0,0.0
20201010T0100,11.011655,7.9526596,275.19443,28.2,0.0,0.0
20201010T0200,10.081655,5.991594,237.26477,29.7,0.0,0.0
20201010T0300,9.491654,8.714677,231.70984,80.0,0.0,0.0
20201010T0400,9.341655,9.826088,241.55707,90.0,0.0,0.0
20201010T0500,9.081655,10.739833,256.42957,90.0,0.0,0.0
20201010T0600,9.001655,11.525623,268.21008,99.0,0.0,0.0
20201010T0700,9.021655,11.542478,273.57632,94.0,0.0,0.0
20201010T0800,9.171655,10.446206,271.9749,76.0,0.0,0.0
20201010T0900,9.421655,12.144331,281.97614,29.7,5.0,30.0
20201010T1000,10.1216545,15.617529,295.97443,39.0,44.0,94.0
20201010T1100,10.961655,14.88242,302.15228,26.0,186.0,113.0
20201010T1200,11.891655,10.829959,285.42218,18.0,288.0,109.0
20201010T1300,12.281654,12.682018,276.5198,42.0,320.0,112.0
20201010T1400,12.461655,15.815435,281.8215,39.0,340.0,119.0
20201010T1500,12.981655,17.076298,288.43497,31.0,376.0,116.0
20201010T1600,13.051655,15.379206,290.55603,6.0,299.0,103.0
20201010T1700,12.691655,14.707222,291.541,3.0,222.0,86.0
20201010T1800,11.901654,10.137692,286.50436,13.0,89.0,56.0
20201010T1900,9.671655,7.2359104,264.28943,6.0,15.0,16.0
20201010T2000,8.001655,7.8954163,245.77226,5.0,0.0,0.0
20201010T2100,7.341655,8.699793,245.55606,6.0,0.0,0.0
20201010T2200,6.9016547,9.693296,248.1986,19.0,0.0,0.0
20201010T2300,6.931655,10.365251,249.67686,31.0,0.0,0.0
20201011T0000,6.841655,11.298495,247.52057,15.0,0.0,0.0
20201011T0100,6.9016547,12.303366,249.44395,4.0,0.0,0.0
20201011T0200,6.6416545,12.522619,251.56506,13.0,0.0,0.0
20201011T0300,6.1516547,11.770403,246.57132,17.0,0.0,0.0
20201011T0400,6.471655,10.966713,246.8014,18.0,0.0,0.0
20201011T0500,6.2716546,10.587917,252.18112,28.0,0.0,0.0
20201011T0600,6.5016546,9.605998,257.00537,28.0,0.0,0.0
20201011T0700,6.6416545,8.12197,257.19574,30.0,0.0,0.0
20201011T0800,6.8616548,6.849467,266.9872,70.0,0.0,0.0
20201011T0900,7.181655,7.5942073,275.44034,100.0,10.0,26.0
20201011T1000,8.001655,7.9036193,300.0686,100.0,26.0,75.0
20201011T1100,8.861654,7.491114,305.2176,100.0,23.0,112.0
20201011T1200,9.1216545,4.8433046,318.01282,94.0,12.0,157.0
20201011T1300,9.761655,6.1305785,310.23636,31.0,55.0,171.0
20201011T1400,10.441655,8.913181,313.36343,41.0,81.0,169.0
20201011T1500,11.311655,10.587918,324.68878,52.0,194.0,163.0
20201011T1600,11.901654,11.435313,331.8214,52.0,199.0,114.0
20201011T1700,11.891655,11.119281,330.94543,71.0,147.0,86.0
20201011T1800,11.041655,7.145796,319.08563,64.0,68.0,59.0
20201011T1900,9.681655,6.489992,303.69006,48.0,9.0,13.0
20201011T2000,8.971655,8.287822,304.38034,40.0,0.0,0.0
20201011T2100,7.7316546,7.928177,309.47247,52.0,0.0,0.0
20201011T2200,7.1216545,8.404285,313.26428,32.0,0.0,0.0
20201011T2300,7.2516546,8.913181,316.6366,29.0,0.0,0.0
20201012T0000,6.701655,8.161764,318.57635,24.0,0.0,0.0
20201012T0100,6.3916545,8.209263,307.875,2.0,0.0,0.0
20201012T0200,6.3116546,8.4963045,306.38437,19.0,0.0,0.0
20201012T0300,6.571655,8.287822,304.38034,25.0,0.0,0.0
20201012T0400,6.9016547,8.78872,304.99203,24.0,0.0,0.0
20201012T0500,6.591655,9.726664,308.991,20.0,0.0,0.0
20201012T0600,6.301655,9.220499,308.65982,18.0,0.0,0.0
20201012T0700,6.0416546,7.5942082,301.42957,19.0,0.0,0.0
20201012T0800,5.6016545,8.854829,296.56506,27.0,0.0,0.0
20201012T0900,6.3716545,11.113451,294.90475,27.0,25.0,23.0
20201012T1000,7.6416545,11.592894,306.1582,73.0,91.0,65.0
20201012T1100,8.981655,9.726664,308.991,86.0,138.0,107.0
20201012T1200,10.181655,6.9247384,297.89728,87.0,161.0,130.0
20201012T1300,11.001655,7.4128532,299.0546,61.0,168.0,153.0
20201012T1400,11.561655,8.557102,292.24902,87.0,249.0,137.0
20201012T1500,11.501655,9.793058,287.10272,74.0,236.0,131.0
20201012T1600,11.3716545,8.905908,284.03625,80.0,206.0,103.0
20201012T1700,11.011655,9.6932955,285.06848,63.0,75.0,95.0
20201012T1800,10.231655,9.531505,280.88553,24.0,41.0,61.0
20201012T1900,8.831655,5.4477882,277.59464,34.0,10.0,12.0
20201012T2000,9.011655,6.87779,263.991,22.800001,0.0,0.0
20201012T2100,8.151655,7.9036193,239.93141,28.500002,0.0,0.0
20201012T2200,7.7116547,5.6002855,225.0,28.800001,0.0,0.0
20201012T2300,7.3616548,6.638072,220.6013,28.800001,0.0,0.0
20201013T0000,6.281655,6.989936,214.50853,42.0,0.0,0.0
20201013T0100,5.8916545,5.154415,204.77515,61.0,0.0,0.0
20201013T0200,5.991655,5.0142193,201.0375,67.0,0.0,0.0
20201013T0300,5.7516546,5.8048253,187.12502,86.0,0.0,0.0
20201013T0400,4.991655,5.8048253,172.87498,28.500002,0.0,0.0
20201013T0500,4.571655,5.6920996,161.56505,28.2,0.0,0.0
20201013T0600,4.6216545,6.763786,154.79887,36.0,0.0,0.0
20201013T0700,4.3316545,7.7043357,142.59465,49.0,0.0,0.0
20201013T0800,4.7316546,9.1641035,135.0,98.0,0.0,0.0
20201013T0900,5.3116546,9.422101,136.54816,100.0,0.0,25.0
20201013T1000,6.5216546,9.449572,139.63547,97.0,8.0,90.0
20201013T1100,8.291655,10.182337,135.0,97.0,27.0,172.0
20201013T1200,8.891655,8.161764,131.42366,82.0,57.0,205.0
20201013T1300,9.831655,7.5685663,115.34617,73.0,64.0,211.0
20201013T1400,10.781654,7.8954163,114.22774,80.0,121.0,195.0
20201013T1500,11.271655,8.699793,114.44395,97.0,59.0,208.0
20201013T1600,11.351655,10.495713,120.96376,99.0,11.0,161.0
20201013T1700,11.181655,9.227524,110.556046,100.0,7.0,102.0
20201013T1800,10.741654,7.072878,104.74355,100.0,0.0,53.0
20201013T1900,9.901654,5.771239,93.576324,100.0,0.0,10.0
20201013T2000,9.461655,6.2145634,79.99202,98.0,0.0,0.0
20201013T2100,8.851655,9.114471,80.90972,99.0,0.0,0.0
20201013T2200,8.411654,10.1376915,83.8845,98.0,0.0,0.0
20201013T2300,8.171655,9.885262,79.50852,99.0,0.0,0.0
20201014T0000,7.3616548,9.360001,67.380135,98.0,0.0,0.0
20201014T0100,6.7516546,10.495713,67.83366,94.0,0.0,0.0
20201014T0200,6.3816547,11.91812,64.98311,49.0,0.0,0.0
20201014T0300,6.1916547,13.1041975,69.0755,47.0,0.0,0.0
20201014T0400,6.031655,12.979984,70.55996,28.800001,0.0,0.0
20201014T0500,6.051655,13.237039,67.61986,28.800001,0.0,0.0
20201014T0600,5.571655,12.24,61.927513,46.0,0.0,0.0
20201014T0700,5.3816547,11.983188,57.26477,36.0,0.0,0.0
20201014T0800,5.1416545,11.019764,51.632507,21.0,0.0,0.0
20201014T0900,5.2516546,12.218805,44.999985,3.0,24.0,25.0
20201014T1000,6.4616547,12.738099,42.70938,1.5,118.0,61.0
20201014T1100,7.951655,13.783817,40.763596,9.0,225.0,91.0
20201014T1200,9.651654,14.693999,59.036255,65.0,264.0,132.0
20201014T1300,10.801655,15.281989,43.09085,44.0,242.0,151.0
20201014T1400,11.231655,16.375053,33.3407,32.0,185.0,133.0
20201014T1500,11.531654,16.299694,30.529694,28.500002,159.0,159.0
20201014T1600,11.641655,17.555307,28.141602,33.0,67.0,145.0
20201014T1700,11.411654,19.576189,32.22876,69.0,50.0,116.0
20201014T1800,10.721655,17.782686,31.759476,92.0,11.0,64.0
20201014T1900,9.651654,15.315873,29.577835,95.0,0.0,12.0
20201014T2000,8.921655,14.654254,27.824081,99.0,0.0,0.0
20201014T2100,8.451654,13.0447235,27.979462,100.0,0.0,0.0
20201014T2200,8.251655,12.074766,26.565033,100.0,0.0,0.0
20201014T2300,8.051655,12.397806,25.820984,100.0,0.0,0.0
20201015T0000,7.551655,11.841756,19.536652,97.0,0.0,0.0
20201015T0100,7.3316545,12.245293,24.304535,99.0,0.0,0.0
20201015T0200,6.9816546,12.245293,24.304535,99.0,0.0,0.0
20201015T0300,7.0016546,13.207634,17.44719,99.0,0.0,0.0
20201015T0400,7.091655,12.758432,16.389526,100.0,0.0,0.0
20201015T0500,7.051655,12.313893,15.255127,100.0,0.0,0.0
20201015T0600,7.071655,12.371645,8.365875,100.0,0.0,0.0
20201015T0700,7.1516547,12.6462,4.8990936,100.0,0.0,0.0
20201015T0800,7.2916546,13.004921,4.7636414,100.0,0.0,0.0
20201015T0900,7.261655,14.154915,7.3057404,100.0,0.0,5.0
20201015T1000,7.591655,15.745627,10.539185,100.0,0.0,15.0
20201015T1100,8.041655,19.694992,18.10376,100.0,0.0,35.0
20201015T1200,8.551655,20.771093,25.676819,100.0,0.0,103.0
20201015T1300,8.951654,20.774214,27.897263,100.0,9.0,111.0
20201015T1400,9.201654,17.87718,25.016876,100.0,12.0,84.0
20201015T1500,9.3716545,18.678415,27.552795,100.0,2.0,56.0
20201015T1600,9.251655,18.678415,27.552795,100.0,0.0,31.0
20201015T1700,9.101655,17.31746,20.69545,100.0,0.0,21.0
20201015T1800,8.961655,16.24394,12.804245,100.0,0.0,11.0
20201015T1900,8.811655,16.09969,10.30484,100.0,0.0,2.0
20201015T2000,8.761655,16.167967,11.560135,100.0,0.0,0.0
20201015T2100,8.761655,16.418526,15.255127,100.0,0.0,0.0
20201015T2200,8.861654,16.394829,19.230667,100.0,0.0,0.0
20201015T2300,8.911654,16.1198,23.702637,100.0,0.0,0.0
20201016T0000,8.951654,14.986553,24.102219,100.0,0.0,0.0
20201016T0100,9.041655,15.315873,23.552261,100.0,0.0,0.0
20201016T0200,9.081655,14.917212,19.746826,100.0,0.0,0.0
20201016T0300,9.061655,15.034041,16.69925,100.0,0.0,0.0
20201016T0400,9.051655,15.484185,17.592407,100.0,0.0,0.0
20201016T0500,8.931655,15.379206,20.556046,100.0,0.0,0.0
20201016T0600,8.891655,15.509274,21.801407,100.0,0.0,0.0
20201016T0700,8.811655,15.175612,22.306198,100.0,0.0,0.0
20201016T0800,8.711655,15.175612,22.306198,100.0,0.0,0.0
20201016T0900,8.791655,14.707222,21.54097,100.0,0.0,6.0
20201016T1000,9.081655,17.595861,30.76271,98.0,1.0,40.0
20201016T1100,9.341655,18.079027,35.272415,100.0,0.0,72.0
20201016T1200,10.1216545,19.881649,42.06433,100.0,0.0,91.0
20201016T1300,10.461655,16.831684,41.53177,100.0,0.0,80.0
20201016T1400,10.581655,14.77755,34.07718,100.0,7.0,83.0
20201016T1500,10.741654,14.654254,27.824081,99.0,0.0,89.0
20201016T1600,10.511655,14.168641,27.21611,99.0,0.0,60.0
20201016T1700,10.311655,14.021525,29.19748,100.0,2.0,45.0
20201016T1800,10.191655,12.4811535,33.231705,100.0,1.0,17.0
20201016T1900,9.901654,10.587918,35.311203,100.0,0.0,2.0
20201016T2000,9.741654,9.793059,36.027374,100.0,0.0,0.0
20201016T2100,9.561655,9.178235,41.82016,99.0,0.0,0.0
20201016T2200,9.3716545,7.928177,39.472458,97.0,0.0,0.0
20201016T2300,9.221655,7.289445,32.905228,98.0,0.0,0.0
20201017T0000,8.881655,8.287822,34.380325,85.0,0.0,0.0
20201017T0100,8.731655,7.5685663,25.34616,75.0,0.0,0.0
20201017T0200,8.321654,8.699793,24.443954,68.0,0.0,0.0
20201017T0300,8.101655,9.585739,34.286865,83.0,0.0,0.0
20201017T0400,7.7316546,8.669949,41.63353,85.0,0.0,0.0
20201017T0500,7.681655,7.127636,44.999985,90.0,0.0,0.0
20201017T0600,7.4616547,7.653705,48.81407,96.0,0.0,0.0
20201017T0700,7.3116546,6.9153743,51.34018,96.0,0.0,0.0
20201017T0800,7.201655,6.8777895,47.121094,93.0,0.0,0.0
20201017T0900,7.0016546,7.8954163,46.847595,91.0,8.0,14.0
20201017T1000,7.781655,7.7879906,56.30993,84.0,20.0,63.0
20201017T1100,8.521655,6.792466,57.994614,82.0,81.0,107.0
20201017T1200,9.271655,7.754637,21.801407,39.0,136.0,136.0
20201017T1300,9.941655,8.905908,14.03624,58.0,130.0,151.0
20201017T1400,10.151654,9.255571,13.495728,73.0,22.0,160.0
20201017T1500,10.241654,9.178235,11.309921,75.0,44.0,135.0
20201017T1600,10.361654,8.557102,14.620865,69.0,67.0,122.0
20201017T1700,10.161654,7.072878,14.743561,76.0,67.0,97.0
20201017T1800,9.701654,3.6179552,5.7105865,67.0,22.0,48.0
20201017T1900,9.111654,6.162207,353.29016,54.0,3.0,6.0
20201017T2000,8.071655,5.937272,345.96375,68.0,0.0,0.0
20201017T2100,7.281655,7.0911775,336.0375,89.0,0.0,0.0
20201017T2200,7.1116548,6.193674,324.46234,88.0,0.0,0.0
20201017T2300,6.821655,5.3999996,323.13013,91.0,0.0,0.0
20201018T0000,6.8916545,5.495161,328.39252,98.0,0.0,0.0
20201018T0100,6.971655,3.396233,327.99463,93.0,0.0,0.0
20201018T0200,6.8716545,5.1544156,347.90524,89.0,0.0,0.0
20201018T0300,6.1516547,6.849467,356.98724,73.0,0.0,0.0
20201018T0400,5.7516546,5.1544156,347.90524,65.0,0.0,0.0
20201018T0500,5.7716546,4.5536795,341.56506,70.0,0.0,0.0
20201018T0600,5.5016546,5.3517847,317.72632,73.0,0.0,0.0
20201018T0700,5.3316545,3.6179552,275.7106,74.0,0.0,0.0
20201018T0800,5.0616546,3.8268526,228.81409,72.0,0.0,0.0
20201018T0900,5.5616546,5.1165614,219.28941,78.0,7.0,13.0
20201018T1000,6.6916547,3.8268526,228.81409,87.0,43.0,57.0
20201018T1100,7.9216547,4.510787,241.38954,77.0,69.0,96.0
20201018T1200,9.061655,3.096837,305.5377,90.0,100.0,132.0
20201018T1300,9.721655,3.396233,302.00537,89.0,122.0,142.0
20201018T1400,10.481655,3.7585104,286.69925,100.0,69.0,162.0
20201018T1500,10.661654,4.3349743,265.23636,100.0,40.0,143.0
20201018T1600,10.831655,5.04,270.0,100.0,50.0,110.0
20201018T1700,10.851655,5.4477882,262.40536,100.0,21.0,69.0
20201018T1800,10.811655,3.219938,243.43495,33.0,17.0,44.0
20201018T1900,9.841655,6.193674,215.53769,46.0,1.0,6.0
20201018T2000,9.101655,6.792466,212.00539,36.0,0.0,0.0
20201018T2100,9.161654,6.193674,215.53769,55.0,0.0,0.0
20201018T2200,8.571654,6.989936,214.50853,69.0,0.0,0.0
20201018T2300,8.441655,6.792466,212.00539,75.0,0.0,0.0
20201019T0000,8.841655,5.991594,212.73523,81.0,0.0,0.0
20201019T0100,8.231655,4.6102495,218.65982,83.0,0.0,0.0
20201019T0200,8.531654,4.39436,235.00798,79.0,0.0,0.0
20201019T0300,8.531654,4.8965297,233.97263,74.0,0.0,0.0
20201019T0400,8.471655,4.5820518,225.0,94.0,0.0,0.0
20201019T0500,8.461655,5.6002855,225.0,88.0,0.0,0.0
20201019T0600,8.031655,5.1919937,213.69006,84.0,0.0,0.0
20201019T0700,7.7516546,5.8048253,187.12502,88.0,0.0,0.0
20201019T0800,7.281655,5.1544156,167.90524,70.0,0.0,0.0
20201019T0900,7.031655,7.8954163,155.77225,27.6,4.0,24.0
20201019T1000,7.9416547,6.151683,159.44395,28.500002,42.0,87.0
20201019T1100,9.611654,5.8603754,169.38034,18.6,97.0,136.0
20201019T1200,11.251655,5.6920996,161.56505,9.0,209.0,144.0
20201019T1300,12.251655,7.127636,135.0,34.0,343.0,108.0
20201019T1400,13.061655,7.8954163,133.15239,3.0,337.0,111.0
20201019T1500,13.331655,7.386582,133.02505,8.1,293.0,130.0
20201019T1600,13.441655,8.825508,101.76829,29.400002,237.0,115.0
20201019T1700,12.931655,9.9571085,102.52881,29.400002,172.0,74.0
20201019T1800,11.301655,8.707238,97.125015,30.000002,75.0,43.0
20201019T1900,8.971655,11.609651,97.125015,27.900002,5.0,7.0
20201019T2000,8.201654,12.758432,106.38954,27.900002,0.0,0.0
20201019T2100,7.8516545,13.37825,113.80594,25.2,0.0,0.0
20201019T2200,7.301655,14.654254,117.8241,9.3,0.0,0.0
20201019T2300,6.8616548,15.0038395,120.25643,2.7,0.0,0.0
20201020T0000,6.7516546,13.397612,120.69972,19.2,0.0,0.0
20201020T0100,6.511655,15.021105,134.02898,23.1,0.0,0.0
20201020T0200,6.6016545,13.53236,151.38954,25.500002,0.0,0.0
20201020T0300,7.1716547,13.896187,163.44293,24.900002,0.0,0.0
20201020T0400,8.031655,16.299694,173.6598,27.300001,0.0,0.0
20201020T0500,9.041655,19.134262,184.31602,28.500002,0.0,0.0
20201020T0600,9.731655,20.478907,190.12466,30.000002,0.0,0.0
20201020T0700,9.881655,20.969805,191.88866,29.1,0.0,0.0
20201020T0800,9.921655,21.659918,195.42216,29.7,0.0,0.0
20201020T0900,10.211655,21.518847,197.52557,29.7,2.0,23.0
20201020T1000,10.961655,21.9718,198.13808,29.400002,58.0,72.0
20201020T1100,12.3716545,20.966715,195.9454,29.7,127.0,124.0
20201020T1200,14.011655,19.930477,200.07153,69.0,84.0,157.0
20201020T1300,14.551655,17.992796,199.88516,85.0,74.0,165.0
20201020T1400,14.941655,17.992796,199.88516,100.0,26.0,192.0
20201020T1500,15.231655,16.1198,203.70265,100.0,1.0,124.0
20201020T1600,15.301655,13.207634,197.44719,97.0,0.0,63.0
20201020T1700,15.281654,13.138765,189.46233,86.0,0.0,16.0
20201020T1800,15.171655,14.332341,191.59218,98.0,0.0,20.0
20201020T1900,14.411654,13.039754,186.3402,97.0,0.0,2.0
20201020T2000,13.951654,14.685176,191.30994,99.0,0.0,0.0
20201020T2100,14.011655,15.815435,191.82149,87.0,0.0,0.0
20201020T2200,14.241654,15.463244,192.09476,97.0,0.0,0.0
20201020T2300,14.411654,14.830076,185.5722,51.0,0.0,0.0
20201021T0000,14.971655,15.484185,178.66779,100.0,0.0,0.0
20201021T0100,14.971655,15.5843,173.3675,99.0,0.0,0.0
20201021T0200,14.301655,16.215992,177.4552,97.0,0.0,0.0
20201021T0300,14.131655,18.161278,193.76079,100.0,0.0,0.0
20201021T0400,13.271655,17.902534,195.15407,100.0,0.0,0.0
20201021T0500,13.771655,17.313717,183.57634,100.0,0.0,0.0
20201021T0600,13.671655,17.673029,176.49648,100.0,0.0,0.0
20201021T0700,13.181655,19.45333,182.1211,99.0,0.0,0.0
20201021T0800,13.861654,21.626984,182.86241,100.0,0.0,0.0
20201021T0900,15.011655,26.437336,186.25403,99.0,0.0,5.0
20201021T1000,16.121655,30.36403,190.2441,98.0,0.0,38.0
20201021T1100,16.331656,32.241615,196.20903,99.0,12.0,40.0
20201021T1200,17.221655,34.30594,208.17859,94.0,0.0,74.0
20201021T1300,18.151655,31.877792,206.85443,7.2000003,93.0,128.0
20201021T1400,19.611656,28.483257,196.14435,15.3,182.0,139.0
20201021T1500,20.201656,25.277023,190.66978,14.700001,143.0,106.0
20201021T1600,20.351656,33.56312,202.71442,10.8,154.0,67.0
20201021T1700,20.311655,31.557035,207.14969,18.0,111.0,61.0
20201021T1800,19.691656,27.41678,209.93152,18.0,52.0,36.0
20201021T1900,19.041656,24.162947,208.4742,18.0,3.0,5.0
20201021T2000,18.561655,22.7057,205.34618,25.0,0.0,0.0
20201021T2100,18.431656,23.358425,204.59012,60.0,0.0,0.0
20201021T2200,18.441656,23.219301,209.74489,93.0,0.0,0.0
20201021T2300,17.711657,22.180206,215.75389,91.0,0.0,0.0
20201022T0000,17.711657,17.429354,218.29016,75.0,0.0,0.0
20201022T0100,17.141655,15.379206,212.57407,64.0,0.0,0.0
20201022T0200,16.911655,14.707222,201.54099,70.0,0.0,0.0
20201022T0300,16.571655,15.509274,201.8014,87.0,0.0,0.0
20201022T0400,16.581656,16.92383,203.83875,91.0,0.0,0.0
20201022T0500,16.361656,17.25373,203.35556,79.0,0.0,0.0
20201022T0600,16.071655,14.145756,194.74356,72.0,0.0,0.0
20201022T0700,16.131655,13.207634,197.44719,80.0,0.0,0.0
20201022T0800,16.081656,13.708391,203.1986,100.0,0.0,0.0
20201022T0900,15.751655,15.844089,201.31792,76.0,1.0,4.0
20201022T1000,16.081656,16.92383,203.83875,66.0,14.0,48.0
20201022T1100,17.341656,15.2947035,206.56505,94.0,42.0,96.0
20201022T1200,18.191656,11.165805,200.77226,82.0,107.0,150.0
20201022T1300,19.681656,13.556282,190.71312,17.0,306.0,104.0
20201022T1400,20.661655,16.394829,188.84181,17.0,336.0,105.0
20201022T1500,20.571655,17.654688,200.28256,21.0,261.0,110.0
20201022T1600,20.061655,17.25373,203.35556,32.0,169.0,113.0
20201022T1700,19.311655,19.255793,200.8068,61.0,107.0,80.0
20201022T1800,18.191656,19.855558,202.38013,41.0,31.0,49.0
20201022T1900,17.431656,18.792551,200.17065,88.0,1.0,4.0
20201022T2000,16.821655,17.447933,201.8014,83.0,0.0,0.0
20201022T2100,15.931655,14.494192,194.3814,60.0,0.0,0.0
20201022T2200,15.631655,14.685176,191.30994,93.0,0.0,0.0
20201022T2300,15.471655,15.683776,189.24611,97.0,0.0,0.0
20201023T0000,15.341655,16.071491,195.5928,30.000002,0.0,0.0
20201023T0100,15.241654,15.034041,196.69925,30.000002,0.0,0.0
20201023T0200,15.391655,11.874544,194.03624,67.0,0.0,0.0
20201023T0300,15.031654,11.966954,195.70863,93.0,0.0,0.0
20201023T0400,14.881655,10.829958,201.44774,100.0,0.0,0.0
20201023T0500,14.741654,11.770403,203.4287,99.0,0.0,0.0
20201023T0600,14.561655,14.693999,210.96376,100.0,0.0,0.0
20201023T0700,14.301655,15.077082,213.31064,100.0,0.0,0.0
20201023T0800,14.081655,13.363711,207.25533,100.0,0.0,0.0
20201023T0900,14.001655,13.441071,200.37643,99.0,0.0,9.0
20201023T1000,14.061655,13.708391,203.1986,100.0,0.0,53.0
20201023T1100,14.381655,13.049689,204.44395,100.0,1.0,94.0
20201023T1200,15.161654,10.495713,210.96376,88.0,2.0,96.0
20201023T1300,15.561655,13.0447235,207.97948,100.0,4.0,113.0
20201023T1400,15.361654,13.551501,219.61069,100.0,0.0,90.0
20201023T1500,15.8716545,12.768586,229.57393,100.0,0.0,93.0
20201023T1600,15.801655,11.966954,226.21889,98.0,2.0,67.0
20201023T1700,15.311655,13.608762,232.52382,33.0,1.0,35.0
20201023T1800,14.931655,12.819235,231.84277,30.000002,1.0,35.0
20201023T1900,14.461655,15.192682,233.67317,34.0,0.0,3.0
20201023T2000,13.761655,13.849477,242.10274,31.0,0.0,0.0
20201023T2100,13.391655,12.245293,245.69547,31.0,0.0,0.0
20201023T2200,12.941655,12.879752,243.43495,25.0,0.0,0.0
20201023T2300,12.661654,12.10157,239.62088,21.0,0.0,0.0
20201024T0000,12.931655,10.464797,229.18492,16.0,0.0,0.0
20201024T0100,12.491654,12.7279215,225.0,13.0,0.0,0.0
20201024T0200,12.401654,14.773164,223.02507,9.0,0.0,0.0
20201024T0300,12.1216545,14.529915,228.01279,30.0,0.0,0.0
20201024T0400,12.1216545,15.876775,237.0306,84.0,0.0,0.0
20201024T0500,12.511655,14.57889,237.09476,68.0,0.0,0.0
20201024T0600,12.571654,14.512064,226.0051,85.0,0.0,0.0
20201024T0700,12.501655,15.7908325,226.84761,100.0,0.0,0.0
20201024T0800,12.091655,16.29174,225.0,90.0,0.0,0.0
20201024T0900,11.861654,15.9134655,217.64761,72.0,4.0,9.0
20201024T1000,12.211655,19.08,211.8908,39.0,31.0,58.0
20201024T1100,12.801655,22.322903,217.79395,59.0,65.0,77.0
20201024T1200,13.921655,22.493519,219.80557,51.0,117.0,125.0
20201024T1300,15.011655,24.184391,225.60309,100.0,200.0,133.0
20201024T1400,15.261655,21.533897,218.21103,100.0,172.0,131.0
20201024T1500,15.431655,19.164717,208.00919,100.0,137.0,140.0
20201024T1600,15.291655,18.556595,198.08345,98.0,21.0,107.0
20201024T1700,14.921655,18.861387,193.24052,86.0,2.0,68.0
20201024T1800,14.551655,18.35647,191.30994,88.0,5.0,23.0
20201024T1900,14.211655,18.782204,192.17146,94.0,0.0,1.0
20201024T2000,13.841655,19.296133,194.03624,98.0,0.0,0.0
20201024T2100,13.591655,20.265795,192.30801,68.0,0.0,0.0
20201024T2200,13.3716545,20.418695,189.13017,28.800001,0.0,0.0
20201024T2300,13.081655,20.418695,189.13017,29.400002,0.0,0.0
20201025T0000,11.761655,19.06301,190.88553,29.1,0.0,0.0
20201025T0100,11.671655,18.511143,193.49573,52.0,0.0,0.0
20201025T0200,11.301655,18.844202,186.58194,71.0,0.0,0.0
20201025T0300,11.051655,19.493261,184.23639,32.0,0.0,0.0
20201025T0400,10.611654,20.991426,185.90614,22.0,0.0,0.0
20201025T0500,10.681655,21.288757,183.87852,27.6,0.0,0.0
20201025T0600,10.781654,21.96295,180.9392,80.0,0.0,0.0
20201025T0700,10.581655,21.96,180.0,83.0,0.0,0.0
20201025T0800,11.031654,22.366402,183.69139,92.0,0.0,0.0
20201025T0900,11.281654,23.857979,185.19443,100.0,0.0,6.0
20201025T1000,11.751655,23.893261,186.0542,98.0,1.0,24.0
20201025T1100,12.601655,23.023119,189.90419,96.0,11.0,88.0
20201025T1200,14.131655,19.386591,195.0685,73.0,76.0,141.0
20201025T1300,15.1216545,19.255793,200.8068,60.0,136.0,140.0
20201025T1400,15.241654,17.654686,196.58734,69.0,73.0,172.0
20201025T1500,15.261655,21.67487,212.10626,78.0,48.0,145.0
20201025T1600,15.181655,17.429354,218.29016,95.0,50.0,137.0
20201025T1700,13.951654,15.072783,229.84401,100.0,28.0,75.0
20201025T1800,12.501655,15.94601,241.69925,99.0,2.0,19.0
20201025T1900,12.441655,11.753876,229.96974,99.0,0.0,1.0
20201025T2000,12.191655,8.699793,204.44395,99.0,0.0,0.0
20201025T2100,11.721655,9.0,180.0,100.0,0.0,0.0
20201025T2200,11.311655,9.746631,184.23639,100.0,0.0,0.0
20201025T2300,11.101655,9.746631,184.23639,99.0,0.0,0.0
20201026T0000,10.821654,10.799999,180.0,99.0,0.0,0.0
20201026T0100,10.671655,9.605998,167.00539,92.0,0.0,0.0
