location,Grigy,Grigy,Grigy,Grigy,Grigy,Grigy
lat,49.00000,49.00000,49.00000,49.00000,49.00000,49.00000
lon,6.25000,6.25000,6.25000,6.25000,6.25000,6.25000
asl,234.408,234.408,234.408,234.408,234.408,234.408
variable,Temperature,Wind Speed,Wind Direction,Cloud Cover Total,Direct Shortwave Radiation,Diffuse Shortwave Radiation
unit,°C,km/h,°,%,W/m²,W/m²
level,2 m elevation corrected,10 m,10 m,sfc,sfc,sfc
resolution,hourly,hourly,hourly,hourly,hourly,hourly
aggregation,None,None,None,None,None,None
timestamp,Grigy Temperature [2 m elevation corrected],Grigy Wind Speed [10 m],Grigy Wind Direction [10 m],Grigy Cloud Cover Total,Grigy Direct Shortwave Radiation,Grigy Diffuse Shortwave Radiation
20201026T0200,10.701654,13.276144,192.52881,100.0,0.0,0.0
20201026T0300,10.631655,14.973577,207.1811,100.0,0.0,0.0
20201026T0400,10.351655,11.966953,201.16125,100.0,0.0,0.0
20201026T0500,10.081655,16.323528,228.57634,100.0,0.0,0.0
20201026T0600,9.761655,17.10284,239.65675,100.0,0.0,0.0
20201026T0700,9.481655,16.923828,240.70865,100.0,0.0,0.0
20201026T0800,9.291655,15.778516,235.22217,100.0,0.0,0.0
20201026T0900,9.181655,15.815435,228.69138,97.0,0.0,7.0
20201026T1000,9.321654,16.870138,230.19443,81.0,0.0,42.0
20201026T1100,9.601655,17.283749,234.3236,55.0,0.0,77.0
20201026T1200,9.941655,19.770523,236.88866,47.0,13.0,147.0
20201026T1300,10.3716545,20.767975,236.30994,35.0,36.0,206.0
20201026T1400,10.931655,18.79255,233.56915,29.0,40.0,201.0
20201026T1500,11.471655,18.171976,236.30994,32.0,113.0,180.0
20201026T1600,11.741654,17.713316,232.43141,22.0,68.0,151.0
20201026T1700,11.531654,15.546833,227.81555,50.0,12.0,85.0
20201026T1800,10.461655,12.181624,214.1597,39.0,23.0,32.0
20201026T1900,9.271655,11.726277,197.8787,28.0,1.0,1.0
20201026T2000,8.311655,13.1041975,200.9245,23.0,0.0,0.0
20201026T2100,7.9816546,13.905509,201.2505,31.0,0.0,0.0
20201026T2200,8.3716545,15.844089,201.31792,21.0,0.0,0.0
20201026T2300,8.061655,15.778518,207.14969,18.0,0.0,0.0
20201027T0000,8.111655,16.375053,213.34071,44.0,0.0,0.0
20201027T0100,8.141655,15.629971,218.4537,33.0,0.0,0.0
20201027T0200,7.8516545,13.979872,214.50853,30.0,0.0,0.0
20201027T0300,8.261655,13.854155,204.56717,99.0,0.0,0.0
20201027T0400,8.391655,16.45007,203.1986,99.0,0.0,0.0
20201027T0500,8.431655,15.941944,205.40771,98.0,0.0,0.0
20201027T0600,8.341655,16.1198,209.42746,100.0,0.0,0.0
20201027T0700,8.091655,17.477621,212.38068,95.0,0.0,0.0
20201027T0800,8.501655,17.935081,218.4802,72.0,0.0,0.0
20201027T0900,8.701654,16.92383,218.08878,89.0,2.0,7.0
20201027T1000,9.341655,18.289274,216.1932,45.0,33.0,51.0
20201027T1100,9.781654,23.675303,224.38394,40.0,140.0,74.0
20201027T1200,10.361654,20.746122,218.6598,30.0,238.0,79.0
20201027T1300,10.431655,20.972897,219.42781,37.0,100.0,159.0
20201027T1400,10.931655,21.096123,216.67435,69.0,76.0,206.0
20201027T1500,11.521655,21.566973,213.4248,99.0,38.0,194.0
20201027T1600,11.781654,22.768396,214.69516,96.0,26.0,133.0
20201027T1700,11.6216545,18.388212,203.0513,99.0,17.0,95.0
20201027T1800,10.991654,18.709612,191.09372,89.0,13.0,31.0
20201027T1900,10.471655,20.211363,184.08562,93.0,0.0,1.0
20201027T2000,10.311655,22.461807,186.4416,99.0,0.0,0.0
20201027T2100,10.191655,24.087738,189.46233,99.0,0.0,0.0
20201027T2200,10.301655,25.420181,192.26477,100.0,0.0,0.0
20201027T2300,10.461655,26.867676,197.9494,99.0,0.0,0.0
20201028T0000,10.861654,24.20314,202.75098,75.0,0.0,0.0
20201028T0100,11.251655,25.11758,207.29958,100.0,0.0,0.0
20201028T0200,11.221655,24.20314,210.37914,100.0,0.0,0.0
20201028T0300,11.291655,23.847115,208.88658,100.0,0.0,0.0
20201028T0400,11.211655,23.993399,207.7185,100.0,0.0,0.0
20201028T0500,11.131655,24.26998,212.27563,100.0,0.0,0.0
20201028T0600,11.071654,22.322903,217.79395,90.0,0.0,0.0
20201028T0700,11.301655,21.479664,219.55966,72.0,0.0,0.0
20201028T0800,11.501655,21.897945,226.33223,31.0,0.0,0.0
20201028T0900,11.231655,21.437386,229.08562,29.0,4.0,8.0
20201028T1000,11.751655,22.218153,229.6001,24.0,27.0,39.0
20201028T1100,12.061655,25.133053,231.98105,37.0,72.0,86.0
20201028T1200,12.771655,19.64228,228.71529,26.0,181.0,87.0
20201028T1300,13.541655,22.828087,232.04578,28.500002,237.0,107.0
20201028T1400,13.771655,22.961115,228.81409,28.500002,123.0,174.0
20201028T1500,13.991654,24.75638,229.1276,39.0,99.0,175.0
20201028T1600,14.081655,25.305208,230.19443,85.0,136.0,104.0
20201028T1700,13.801655,23.950148,227.43665,71.0,95.0,75.0
20201028T1800,12.991654,21.67487,221.63354,75.0,32.0,35.0
20201028T1900,12.541655,21.096123,216.67435,77.0,0.0,2.0
20201028T2000,12.461655,21.120682,209.62375,84.0,0.0,0.0
20201028T2100,12.151654,22.9724,212.19574,98.0,0.0,0.0
20201028T2200,12.101655,24.627789,217.87498,87.0,0.0,0.0
20201028T2300,12.211655,25.96995,223.87671,99.0,0.0,0.0
20201029T0000,12.181655,25.305208,230.19443,80.0,0.0,0.0
20201029T0100,12.001655,26.044699,229.48462,98.0,0.0,0.0
20201029T0200,11.721655,26.712873,232.66681,99.0,0.0,0.0
20201029T0300,11.381655,26.072052,234.55429,98.0,0.0,0.0
20201029T0400,10.901654,25.570139,234.74365,97.0,0.0,0.0
20201029T0500,10.541655,26.727423,242.74467,100.0,0.0,0.0
20201029T0600,10.231655,26.339111,248.34401,100.0,0.0,0.0
20201029T0700,10.081655,24.826952,253.1416,100.0,0.0,0.0
20201029T0800,10.051655,23.83896,255.12433,97.0,0.0,0.0
20201029T0900,10.131655,23.051247,255.52971,90.0,0.0,3.0
20201029T1000,10.441655,23.400002,255.74997,89.0,0.0,26.0
20201029T1100,10.891655,23.491207,254.8989,81.0,1.0,105.0
20201029T1200,11.231655,20.620806,253.77982,98.0,19.0,144.0
20201029T1300,11.851655,20.696085,256.9307,98.0,33.0,139.0
20201029T1400,12.701654,19.523155,247.2176,99.0,67.0,168.0
20201029T1500,12.811655,24.023088,250.75047,97.0,54.0,138.0
20201029T1600,12.391655,20.268991,250.27773,98.0,1.0,60.0
20201029T1700,12.091655,16.92383,246.16125,96.0,0.0,40.0
20201029T1800,11.6216545,15.1884165,238.57043,100.0,10.0,33.0
20201029T1900,11.361654,14.799459,228.94519,100.0,0.0,1.0
20201029T2000,11.461655,16.29174,225.0,100.0,0.0,0.0
20201029T2100,11.761655,17.581125,222.51045,100.0,0.0,0.0
20201029T2200,12.061655,18.59845,227.3533,97.0,0.0,0.0
20201029T2300,12.271655,20.240198,231.49934,93.0,0.0,0.0
20201030T0000,12.381655,19.64228,228.71529,100.0,0.0,0.0
20201030T0100,12.701654,21.710716,229.70786,100.0,0.0,0.0
20201030T0200,12.941655,22.771244,230.77432,99.0,0.0,0.0
20201030T0300,13.161654,22.392464,233.49857,100.0,0.0,0.0
20201030T0400,13.331655,20.63023,240.75117,100.0,0.0,0.0
20201030T0500,13.211655,19.966211,244.359,100.0,0.0,0.0
20201030T0600,13.081655,19.33639,241.04901,100.0,0.0,0.0
20201030T0700,12.941655,19.652176,241.55707,100.0,0.0,0.0
20201030T0800,12.861654,19.319628,243.43495,100.0,0.0,0.0
20201030T0900,12.881655,18.532135,240.9454,100.0,0.0,4.0
20201030T1000,12.931655,19.386593,238.67131,75.0,0.0,24.0
20201030T1100,13.161654,21.897945,242.59244,86.0,0.0,52.0
20201030T1200,13.441655,23.241617,253.81079,100.0,16.0,91.0
20201030T1300,13.841655,22.450264,254.18082,99.0,23.0,128.0
20201030T1400,14.031654,23.051247,255.52971,100.0,18.0,146.0
20201030T1500,14.331655,21.313093,254.32048,91.0,12.0,156.0
20201030T1600,14.141655,20.176065,254.47589,88.0,4.0,112.0
20201030T1700,13.791655,16.279802,251.96573,59.0,3.0,62.0
20201030T1800,13.681655,13.441071,249.62357,44.0,0.0,29.0
20201030T1900,13.361654,11.440979,245.85446,44.0,0.0,1.0
20201030T2000,12.891655,10.144082,242.52557,63.0,0.0,0.0
20201030T2100,12.901654,9.585739,235.71313,66.0,0.0,0.0
20201030T2200,12.051655,8.14587,225.0,83.0,0.0,0.0
20201030T2300,12.131655,7.7043357,217.40535,39.0,0.0,0.0
20201031T0000,11.081655,7.653705,221.18593,59.0,0.0,0.0
20201031T0100,10.751655,7.653705,221.18593,66.0,0.0,0.0
20201031T0200,10.6216545,6.12,208.0725,72.0,0.0,0.0
20201031T0300,9.911654,5.8048253,187.12502,70.0,0.0,0.0
20201031T0400,9.191655,6.725354,164.47589,75.0,0.0,0.0
20201031T0500,8.781654,8.089993,159.14554,80.0,0.0,0.0
20201031T0600,8.571654,7.968939,161.56505,76.0,0.0,0.0
20201031T0700,8.271655,8.654986,163.07248,66.0,0.0,0.0
20201031T0800,7.7716546,8.854829,153.43495,48.0,0.0,0.0
20201031T0900,7.721655,11.183201,146.82149,27.0,3.0,8.0
20201031T1000,9.261655,11.4862,147.80426,14.0,39.0,56.0
20201031T1100,10.721655,10.144082,152.52557,6.9,117.0,98.0
20201031T1200,12.891655,8.373386,154.53665,0.0,254.0,86.0
20201031T1300,14.221655,12.144331,168.02386,0.0,332.0,81.0
20201031T1400,15.131655,13.849476,171.02737,0.0,345.0,83.0
20201031T1500,16.211657,15.124284,181.36392,0.0,314.0,79.0
20201031T1600,16.611656,15.978486,194.34933,0.0,241.0,71.0
20201031T1700,16.041655,15.827721,197.19855,0.0,136.0,58.0
20201031T1800,14.441655,14.689589,197.10272,0.90000004,37.0,29.0
20201031T1900,12.731655,14.24163,200.72556,6.6000004,0.0,1.0
20201031T2000,12.181655,14.494192,194.3814,28.500002,0.0,0.0
20201031T2100,12.361654,16.766108,194.93143,30.000002,0.0,0.0
20201031T2200,12.691655,19.242327,197.41797,84.0,0.0,0.0
20201031T2300,13.051655,18.847641,208.52312,96.0,0.0,0.0
20201101T0000,12.411654,17.238699,208.70595,97.0,0.0,0.0
20201101T0100,12.291655,17.935081,218.4802,96.0,0.0,0.0
20201101T0200,12.411654,17.84816,221.7295,62.0,0.0,0.0
20201101T0300,12.841655,17.654688,219.2072,100.0,0.0,0.0
20201101T0400,12.731655,16.489416,216.11934,97.0,0.0,0.0
20201101T0500,13.021655,17.238699,208.70595,95.0,0.0,0.0
20201101T0600,13.311655,16.904673,206.56505,96.0,0.0,0.0
20201101T0700,13.331655,16.746773,205.46335,100.0,0.0,0.0
20201101T0800,13.391655,16.854767,199.98311,100.0,0.0,0.0
20201101T0900,13.651654,19.386593,201.8014,100.0,0.0,2.0
20201101T1000,13.931655,21.2522,206.131,98.0,0.0,24.0
20201101T1100,14.551655,22.59699,210.65067,100.0,0.0,45.0
20201101T1200,14.971655,22.415602,209.85901,90.0,1.0,43.0
20201101T1300,15.501655,24.48,208.0725,70.0,5.0,49.0
20201101T1400,15.961655,23.132626,200.9735,69.0,16.0,51.0
20201101T1500,16.031654,26.405453,205.86636,100.0,7.0,37.0
20201101T1600,16.041655,26.932714,217.94215,100.0,0.0,23.0
20201101T1700,16.271656,25.711662,224.43274,100.0,0.0,18.0
20201101T1800,16.291656,24.442913,223.80652,100.0,0.0,12.0
20201101T1900,16.191656,23.507751,220.03026,100.0,0.0,0.0
20201101T2000,16.331656,23.565569,214.41837,100.0,0.0,0.0
20201101T2100,16.511656,24.162947,213.45331,100.0,0.0,0.0
20201101T2200,16.721655,24.57511,211.82745,100.0,0.0,0.0
20201101T2300,16.831656,24.766848,212.53506,100.0,0.0,0.0
20201102T0000,17.051655,22.366402,213.17851,100.0,0.0,0.0
20201102T0100,17.231655,23.47741,215.63982,100.0,0.0,0.0
20201102T0200,17.431656,23.565569,214.41837,100.0,0.0,0.0
20201102T0300,17.511656,24.850431,218.53018,100.0,0.0,0.0
20201102T0400,17.631655,25.772078,221.03534,100.0,0.0,0.0
20201102T0500,17.751656,24.703974,223.22853,50.0,0.0,0.0
20201102T0600,17.871656,22.89611,216.68973,61.0,0.0,0.0
20201102T0700,18.051655,23.166218,212.94922,100.0,0.0,0.0
20201102T0800,18.301655,24.079666,211.55139,99.0,0.0,0.0
20201102T0900,18.381655,25.488914,216.38435,87.0,0.0,2.0
20201102T1000,18.581656,25.992401,216.55247,57.0,3.0,28.0
20201102T1100,18.841656,26.496098,216.7142,28.500002,37.0,91.0
20201102T1200,19.751656,20.326454,202.9321,61.0,80.0,141.0
20201102T1300,20.411655,23.03156,204.96278,34.0,159.0,149.0
20201102T1400,20.741655,23.598541,201.47679,13.8,212.0,127.0
20201102T1500,20.881655,23.34455,197.03777,7.0,224.0,106.0
20201102T1600,20.781656,22.206486,199.90375,19.0,146.0,94.0
20201102T1700,20.331656,21.749483,208.68614,22.0,96.0,51.0
20201102T1800,19.441656,21.67786,215.53767,78.0,23.0,23.0
20201102T1900,18.741655,22.932877,222.4552,97.0,0.0,0.0
20201102T2000,18.421656,24.627789,232.12502,100.0,0.0,0.0
20201102T2100,17.941656,23.73271,247.71442,100.0,0.0,0.0
20201102T2200,16.591656,19.652176,261.57303,100.0,0.0,0.0
20201102T2300,14.591655,19.137648,286.38956,100.0,0.0,0.0
20201103T0000,12.741654,17.57744,304.99203,100.0,0.0,0.0
20201103T0100,11.851655,13.1041975,285.9454,86.0,0.0,0.0
20201103T0200,11.261655,9.72,270.0,61.0,0.0,0.0
20201103T0300,10.741654,8.557102,255.37914,72.0,0.0,0.0
20201103T0400,10.301655,8.225035,246.8014,64.0,0.0,0.0
20201103T0500,9.921655,8.049845,243.43495,72.0,0.0,0.0
20201103T0600,9.391655,6.792466,237.99463,82.0,0.0,0.0
20201103T0700,9.431655,6.193674,234.46233,99.0,0.0,0.0
20201103T0800,9.191655,5.6233797,230.19443,95.0,0.0,0.0
20201103T0900,8.741654,5.3999996,216.8699,89.0,0.0,3.0
20201103T1000,9.551655,6.696387,216.25385,93.0,16.0,28.0
20201103T1100,10.361654,7.653705,221.18593,98.0,35.0,65.0
20201103T1200,10.541655,10.44,223.60281,98.0,39.0,75.0
20201103T1300,11.1216545,12.261157,229.76364,99.0,53.0,129.0
20201103T1400,11.641655,13.684735,234.63754,100.0,52.0,187.0
20201103T1500,11.961655,14.982228,234.78241,97.0,61.0,147.0
20201103T1600,12.331655,15.696165,233.39293,92.0,41.0,134.0
20201103T1700,12.081655,14.565548,230.01312,78.0,25.0,88.0
20201103T1800,11.151654,13.70839,240.0685,59.0,3.0,25.0
20201103T1900,10.111654,15.463244,257.90524,66.0,0.0,0.0
20201103T2000,9.521655,13.722565,265.48602,46.0,0.0,0.0
20201103T2100,8.251655,11.013882,258.69006,22.800001,0.0,0.0
20201103T2200,7.321655,9.605998,257.00537,4.0,0.0,0.0
20201103T2300,6.451655,8.825508,258.23172,1.0,0.0,0.0
20201104T0000,5.801655,8.225035,246.8014,3.6000001,0.0,0.0
20201104T0100,5.031655,7.5170207,253.30075,5.7000003,0.0,0.0
20201104T0200,4.551655,6.379216,253.61046,15.3,0.0,0.0
20201104T0300,3.5816548,6.725354,254.47589,6.9,0.0,0.0
20201104T0400,2.7416546,6.638072,257.4712,7.5000005,0.0,0.0
20201104T0500,3.2916546,7.2359104,275.7106,3.0,0.0,0.0
20201104T0600,3.8016548,7.69592,280.7843,0.6,0.0,0.0
20201104T0700,3.3716547,4.379589,279.46234,1.0,0.0,0.0
20201104T0800,2.8616548,0.71999997,180.0,3.6000001,0.0,0.0
20201104T0900,1.5716548,2.1897945,99.46232,3.6000001,2.0,6.0
20201104T1000,3.3616548,4.3498964,24.443954,93.0,48.0,44.0
20201104T1100,5.2316546,5.8048253,7.125,20.7,132.0,78.0
20201104T1200,6.681655,8.707237,29.744873,63.0,218.0,95.0
20201104T1300,8.321654,11.043261,19.025604,63.0,257.0,110.0
20201104T1400,8.741654,14.24163,20.725555,85.0,225.0,130.0
20201104T1500,9.441655,15.617529,25.97438,99.0,232.0,113.0
20201104T1600,9.721655,16.075521,34.04593,100.0,202.0,77.0
20201104T1700,9.521655,13.324863,38.418045,91.0,91.0,68.0
20201104T1800,8.601655,10.233123,39.2894,92.0,17.0,25.0
20201104T1900,7.1616545,9.290511,35.53766,91.0,0.0,0.0
20201104T2000,5.931655,9.220499,38.659805,84.0,0.0,0.0
20201104T2100,5.681655,9.220499,38.659805,49.0,0.0,0.0
20201104T2200,4.801655,9.220499,38.659805,19.0,0.0,0.0
20201104T2300,4.3616548,10.009036,37.69423,5.0,0.0,0.0
20201105T0000,3.9116547,10.195057,42.137573,2.0,0.0,0.0
20201105T0100,3.4516547,10.009036,37.69423,0.0,0.0,0.0
20201105T0200,3.1716547,11.119281,29.05458,2.0,0.0,0.0
20201105T0300,2.9316547,11.4862,32.195724,0.0,0.0,0.0
20201105T0400,2.6916547,11.304229,37.234833,0.0,0.0,0.0
20201105T0500,2.5716548,11.525623,38.659805,0.0,0.0,0.0
20201105T0600,2.2616546,11.480557,41.18593,0.0,0.0,0.0
20201105T0700,2.0416548,11.988594,41.347763,0.0,0.0,0.0
20201105T0800,1.8816549,12.7279215,44.999985,0.0,0.0,0.0
20201105T0900,1.8716549,12.768586,49.573914,0.0,2.0,5.0
20201105T1000,3.4316547,14.336861,51.115494,0.0,59.0,38.0
20201105T1100,5.2516546,15.0038395,59.74356,0.0,166.0,59.0
20201105T1200,7.1616545,15.941944,64.59228,0.0,260.0,71.0
20201105T1300,8.541655,15.807239,59.93141,0.0,315.0,79.0
20201105T1400,9.6216545,15.077082,56.68936,0.0,323.0,85.0
20201105T1500,10.401654,15.379206,57.425934,0.0,296.0,77.0
20201105T1600,10.6216545,15.575981,56.30993,0.0,223.0,69.0
20201105T1700,10.011655,13.608762,52.52382,0.0,121.0,54.0
20201105T1800,8.681655,12.682018,55.4077,0.0,29.0,22.0
20201105T1900,7.0616546,13.0447235,62.020523,0.0,0.0,0.0
20201105T2000,6.2316546,13.32,71.075356,0.0,0.0,0.0
20201105T2100,5.4616547,13.32,71.075356,0.0,0.0,0.0
20201105T2200,5.0816545,14.182355,66.037506,0.0,0.0,0.0
20201105T2300,4.6616545,14.33234,64.722275,0.0,0.0,0.0
20201106T0000,4.261655,14.973577,62.818893,9.3,0.0,0.0
20201106T0100,3.9016547,14.372974,67.9321,3.0,0.0,0.0
20201106T0200,3.6616547,14.84318,67.166336,0.6,0.0,0.0
20201106T0300,3.4216547,14.118243,70.64101,0.0,0.0,0.0
20201106T0400,3.2216547,13.797913,74.87599,1.5,0.0,0.0
20201106T0500,3.1016548,13.708391,76.32868,0.6,0.0,0.0
20201106T0600,2.9016547,13.450708,74.47588,0.0,0.0,0.0
20201106T0700,2.8816547,13.207634,72.5528,4.0,0.0,0.0
20201106T0800,2.6416547,14.345898,72.47443,0.0,0.0,0.0
20201106T0900,2.6316547,15.827721,72.80146,0.0,2.0,4.0
20201106T1000,3.7816546,17.462782,75.677284,0.0,55.0,37.0
20201106T1100,5.4416547,17.163355,80.3401,0.0,160.0,59.0
20201106T1200,7.1616545,17.227419,79.15969,0.0,233.0,79.0
20201106T1300,8.641655,18.751125,86.69813,0.0,306.0,80.0
20201106T1400,9.821654,19.08,89.99999,0.0,320.0,79.0
20201106T1500,10.6216545,18.751125,93.301865,0.0,287.0,77.0
20201106T1600,10.931655,18.175545,97.96961,0.0,214.0,69.0
20201106T1700,10.581655,16.039202,99.03948,0.0,113.0,54.0
20201106T1800,9.161654,14.561099,98.53076,0.0,26.0,21.0
20201106T1900,7.7316546,13.849476,98.97262,0.0,0.0,0.0
20201106T2000,7.0216546,13.627795,102.20047,0.0,0.0,0.0
20201106T2100,6.4816546,12.758432,106.38954,0.0,0.0,0.0
20201106T2200,6.1516547,12.181625,108.9704,0.0,0.0,0.0
20201106T2300,5.7916546,11.966953,111.161255,0.0,0.0,0.0
20201107T0000,5.1216545,11.177405,104.93142,0.0,0.0,0.0
20201107T0100,4.7516546,10.30883,114.77514,0.0,0.0,0.0
20201107T0200,4.6416545,9.983106,115.64101,0.0,0.0,0.0
20201107T0300,4.5416546,10.1887,122.00538,0.0,0.0,0.0
20201107T0400,4.3816547,10.1887,122.00538,0.0,0.0,0.0
20201107T0500,4.2916546,10.30883,114.77514,0.0,0.0,0.0
20201107T0600,4.3516545,9.504273,114.623566,6.0,0.0,0.0
20201107T0700,4.3316545,7.8954163,114.22774,20.0,0.0,0.0
20201107T0800,4.141655,8.654986,106.92751,0.0,0.0,0.0
20201107T0900,4.2916546,9.255571,103.49573,1.0,1.0,4.0
20201107T1000,5.591655,9.9571085,102.52881,1.0,42.0,37.0
20201107T1100,7.281655,8.12197,102.80426,7.0,141.0,58.0
20201107T1200,9.071654,9.605998,102.99461,4.0,185.0,81.0
20201107T1300,10.921655,10.829958,111.44774,6.9,272.0,78.0
20201107T1400,12.701654,11.435313,118.17859,10.5,291.0,83.0
20201107T1500,13.891655,12.413477,119.53878,11.1,260.0,77.0
20201107T1600,14.101655,11.923557,118.88658,12.3,178.0,76.0
20201107T1700,13.381655,8.39657,120.96376,20.1,103.0,53.0
20201107T1800,11.521655,7.7879906,123.69006,20.400002,22.0,20.0
20201107T1900,10.431655,8.0899935,122.27564,28.500002,0.0,0.0
20201107T2000,9.681655,8.39657,120.96376,28.2,0.0,0.0
20201107T2100,9.051655,8.587338,123.023865,28.500002,0.0,0.0
20201107T2200,8.751655,6.9153743,128.6598,28.500002,0.0,0.0
20201107T2300,8.281654,5.3999996,126.869896,26.1,0.0,0.0
20201108T0000,6.8916545,5.1919937,123.69006,18.900002,0.0,0.0
20201108T0100,6.571655,8.435069,129.80557,16.5,0.0,0.0
20201108T0200,6.531655,8.209263,142.12502,33.0,0.0,0.0
20201108T0300,6.1616545,8.942214,139.8991,47.0,0.0,0.0
20201108T0400,6.1516547,8.669949,131.63353,32.0,0.0,0.0
20201108T0500,6.1116548,9.178235,138.17982,36.0,0.0,0.0
20201108T0600,6.0416546,9.504272,142.69604,42.0,0.0,0.0
20201108T0700,5.6516547,7.9932966,144.16235,58.0,0.0,0.0
20201108T0800,5.821655,6.8777895,137.1211,48.0,0.0,0.0
20201108T0900,6.4216547,7.127636,135.0,65.0,0.0,3.0
20201108T1000,7.8916545,8.587338,146.97614,77.0,16.0,41.0
20201108T1100,9.481655,10.483357,164.0546,69.0,51.0,96.0
20201108T1200,12.411654,8.669949,184.76364,29.400002,157.0,102.0
20201108T1300,14.1216545,7.5942073,185.44034,35.0,217.0,112.0
20201108T1400,14.961655,7.5599995,180.0,35.0,179.0,140.0
20201108T1500,15.441655,7.968939,161.56505,74.0,111.0,160.0
20201108T1600,15.281654,8.707237,150.25511,90.0,28.0,141.0
20201108T1700,14.591655,7.9036193,149.93141,42.0,2.0,82.0
20201108T1800,13.451654,7.9036193,149.93141,36.0,0.0,19.0
20201108T1900,12.381655,9.585739,145.71312,29.0,0.0,0.0
20201108T2000,11.151654,10.009036,142.30576,31.0,0.0,0.0
20201108T2100,10.091655,8.78872,145.00798,14.0,0.0,0.0
20201108T2200,9.351655,7.7879906,146.30994,12.0,0.0,0.0
20201108T2300,8.451654,7.289445,147.09476,8.0,0.0,0.0
20201109T0000,8.8716545,7.729527,152.24146,46.0,0.0,0.0
20201109T0100,9.171655,7.386582,136.97493,13.200001,0.0,0.0
20201109T0200,8.841655,7.145796,130.91438,16.0,0.0,0.0
20201109T0300,8.571654,7.127636,135.0,28.0,0.0,0.0
20201109T0400,8.821654,6.696387,143.74615,37.0,0.0,0.0
20201109T0500,8.571654,6.638072,139.3987,21.0,0.0,0.0
20201109T0600,8.401654,6.3690495,137.2906,30.0,0.0,0.0
20201109T0700,8.261655,7.127636,135.0,12.0,0.0,0.0
20201109T0800,8.681655,7.386582,133.02505,15.0,0.0,0.0
20201109T0900,8.361654,5.6233797,129.80557,20.0,1.0,2.0
20201109T1000,9.531654,6.9153743,128.6598,16.0,36.0,34.0
20201109T1100,11.471655,5.6002855,135.0,8.0,120.0,62.0
20201109T1200,13.731655,4.73506,81.25384,14.0,206.0,76.0
20201109T1300,15.431655,6.162207,96.70984,13.0,274.0,77.0
20201109T1400,16.701656,7.8954163,114.22774,14.0,285.0,78.0
20201109T1500,17.591656,8.4963045,126.38435,12.0,260.0,74.0
20201109T1600,17.741655,8.161764,131.42366,10.0,191.0,66.0
20201109T1700,16.791656,6.1094027,135.0,13.0,98.0,50.0
20201109T1800,13.821654,7.145796,139.08562,8.0,19.0,18.0
20201109T1900,12.051655,7.9036193,149.93141,5.0,0.0,0.0
20201109T2000,11.191655,8.427383,160.01689,2.0,0.0,0.0
20201109T2100,10.411654,8.4042845,170.13419,5.0,0.0,0.0
20201109T2200,9.711655,8.28,180.0,1.0,0.0,0.0
20201109T2300,8.741654,7.208994,182.86241,1.0,0.0,0.0
20201110T0000,9.611654,6.2145634,190.00798,2.1000001,0.0,0.0
20201110T0100,8.731655,7.342588,191.30994,11.700001,0.0,0.0
20201110T0200,7.841655,8.28,180.0,19.2,0.0,0.0
20201110T0300,7.6116548,6.849467,176.98721,13.500001,0.0,0.0
20201110T0400,7.1416545,6.130579,176.63354,18.300001,0.0,0.0
20201110T0500,7.1216545,4.2136917,160.01689,87.0,0.0,0.0
20201110T0600,7.1616545,4.6938257,147.52881,88.0,0.0,0.0
20201110T0700,6.9416547,4.3349743,138.36646,68.0,0.0,0.0
20201110T0800,6.8816547,4.072935,135.0,56.0,0.0,0.0
20201110T0900,6.6316547,4.1046314,127.874985,44.0,0.0,2.0
20201110T1000,7.2516546,4.6938257,122.47119,61.0,18.0,32.0
20201110T1100,8.111655,3.219938,116.56505,60.0,77.0,68.0
20201110T1200,10.351655,2.2768397,71.56504,85.0,93.0,110.0
20201110T1300,11.111654,1.2979984,123.69006,78.0,104.0,140.0
20201110T1400,11.721655,1.609969,206.56505,66.0,142.0,125.0
20201110T1500,12.211655,2.4149535,243.43495,71.0,167.0,102.0
20201110T1600,12.461655,1.9386592,291.8014,83.0,103.0,88.0
20201110T1700,11.891655,2.5959969,56.30993,93.0,63.0,51.0
20201110T1800,10.501655,6.12,89.99999,86.0,15.0,16.0
20201110T1900,9.921655,7.172949,107.52557,67.0,0.0,0.0
20201110T2000,9.471655,6.4096174,141.84277,57.0,0.0,0.0
20201110T2100,9.671655,6.130579,183.36646,49.0,0.0,0.0
20201110T2200,10.131655,5.1544156,192.09476,47.0,0.0,0.0
20201110T2300,10.491654,3.6179552,185.71059,38.0,0.0,0.0
20201111T0000,9.441655,2.5959969,146.30994,24.0,0.0,0.0
20201111T0100,9.181655,5.1165614,230.7106,53.0,0.0,0.0
20201111T0200,8.131655,3.6,233.1301,95.0,0.0,0.0
20201111T0300,7.8816547,2.1897945,99.46232,95.0,0.0,0.0
20201111T0400,8.201654,4.8433046,138.01279,96.0,0.0,0.0
20201111T0500,8.141655,3.319036,139.3987,97.0,0.0,0.0
20201111T0600,7.7916546,4.39436,145.00798,98.0,0.0,0.0
20201111T0700,8.301655,4.3498964,155.55605,100.0,0.0,0.0
20201111T0800,8.221655,2.9024127,150.25511,100.0,0.0,0.0
